"time","pp","Event1","PhoneNrSoFar","Event2","trial","typingErrorMadeOnTrial","partOfExperiment","timeConverted","timeInMsec","lanePosition","phoneNrLengthBeforeKeyPress","timeRelativeToTrialStart","phoneNrLengthAfterKeyPress"
"2016-11-15 10:24:50:351",10,"Keypress","07","Number8",3,0,"singleDialing1",2016-11-15 10:24:50.351,1479201890351,NA,2,1330,3
"2016-11-15 10:24:50:852",10,"Keypress","078","Number5",3,0,"singleDialing1",2016-11-15 10:24:50.852,1479201890852,NA,3,1831,4
"2016-11-15 10:24:51:502",10,"Keypress","0785","Number4",3,0,"singleDialing1",2016-11-15 10:24:51.502,1479201891502,NA,4,2481,5
"2016-11-15 10:24:52:241",10,"Keypress","07854","Number3",3,0,"singleDialing1",2016-11-15 10:24:52.241,1479201892241,NA,5,3220,6
"2016-11-15 10:24:52:511",10,"Keypress","078543","Number2",3,0,"singleDialing1",2016-11-15 10:24:52.511,1479201892511,NA,6,3490,7
"2016-11-15 10:24:52:712",10,"Keypress","0785432","Number5",3,0,"singleDialing1",2016-11-15 10:24:52.712,1479201892712,NA,7,3691,8
"2016-11-15 10:24:53:021",10,"Keypress","07854325","Number6",3,0,"singleDialing1",2016-11-15 10:24:53.021,1479201893021,NA,8,4000,9
"2016-11-15 10:24:53:257",10,"Keypress","078543256","Number9",3,0,"singleDialing1",2016-11-15 10:24:53.257,1479201893257,NA,9,4236,10
"2016-11-15 10:24:53:525",10,"Keypress","0785432569","Number8",3,0,"singleDialing1",2016-11-15 10:24:53.525,1479201893525,NA,10,4504,11
"2016-11-15 10:24:53:843",10,"Correct","07854325698","190",3,0,"singleDialing1",2016-11-15 10:24:53.843,1479201893843,NA,11,4822,12
"2016-11-15 10:24:55:030",10,"Start","","190",4,1,"singleDialing1",2016-11-15 10:24:55.030,1479201895030,NA,0,0,0
"2016-11-15 10:24:55:622",10,"Keypress","","Number0",4,1,"singleDialing1",2016-11-15 10:24:55.622,1479201895622,NA,0,592,1
"2016-11-15 10:24:56:019",10,"Keypress","0","Number7",4,1,"singleDialing1",2016-11-15 10:24:56.019,1479201896019,NA,1,989,2
"2016-11-15 10:24:56:936",10,"Keypress","07","Number8",4,1,"singleDialing1",2016-11-15 10:24:56.936,1479201896936,NA,2,1906,3
"2016-11-15 10:24:57:217",10,"Keypress","078","Number5",4,1,"singleDialing1",2016-11-15 10:24:57.217,1479201897217,NA,3,2187,4
"2016-11-15 10:24:57:498",10,"Keypress","0785","Number4",4,1,"singleDialing1",2016-11-15 10:24:57.498,1479201897498,NA,4,2468,5
"2016-11-15 10:24:57:816",10,"Keypress","07854","Number3",4,1,"singleDialing1",2016-11-15 10:24:57.816,1479201897816,NA,5,2786,6
"2016-11-15 10:24:58:113",10,"Keypress","078543","Number2",4,1,"singleDialing1",2016-11-15 10:24:58.113,1479201898113,NA,6,3083,7
"2016-11-15 10:24:58:330",10,"Keypress","0785432","Number5",4,1,"singleDialing1",2016-11-15 10:24:58.330,1479201898330,NA,7,3300,8
"2016-11-15 10:24:58:654",10,"Keypress","07854325","Number6",4,1,"singleDialing1",2016-11-15 10:24:58.654,1479201898654,NA,8,3624,9
"2016-11-15 10:24:58:945",10,"Keypress","078543256","Number9",4,1,"singleDialing1",2016-11-15 10:24:58.945,1479201898945,NA,9,3915,10
"2016-11-15 10:24:59:879",10,"Incorrect","0785432569","190",4,1,"singleDialing1",2016-11-15 10:24:59.879,1479201899879,NA,10,4849,0
"2016-11-15 10:25:02:174",10,"Keypress","0785432569","Number8",4,1,"singleDialing1",2016-11-15 10:25:02.174,1479201902174,NA,10,7144,11
"2016-11-15 10:25:02:583",10,"Correct","07854325698","190",4,1,"singleDialing1",2016-11-15 10:25:02.583,1479201902583,NA,11,7553,12
"2016-11-15 10:25:03:927",10,"Start","","190",5,0,"singleDialing1",2016-11-15 10:25:03.927,1479201903927,NA,0,0,0
"2016-11-15 10:25:04:261",10,"Keypress","","Number0",5,0,"singleDialing1",2016-11-15 10:25:04.261,1479201904261,NA,0,334,1
"2016-11-15 10:25:04:615",10,"Keypress","0","Number7",5,0,"singleDialing1",2016-11-15 10:25:04.615,1479201904615,NA,1,688,2
"2016-11-15 10:25:04:940",10,"Keypress","07","Number8",5,0,"singleDialing1",2016-11-15 10:25:04.940,1479201904940,NA,2,1013,3
"2016-11-15 10:25:05:206",10,"Keypress","078","Number5",5,0,"singleDialing1",2016-11-15 10:25:05.206,1479201905206,NA,3,1279,4
"2016-11-15 10:25:05:496",10,"Keypress","0785","Number4",5,0,"singleDialing1",2016-11-15 10:25:05.496,1479201905496,NA,4,1569,5
"2016-11-15 10:25:05:861",10,"Keypress","07854","Number3",5,0,"singleDialing1",2016-11-15 10:25:05.861,1479201905861,NA,5,1934,6
"2016-11-15 10:25:06:202",10,"Keypress","078543","Number2",5,0,"singleDialing1",2016-11-15 10:25:06.202,1479201906202,NA,6,2275,7
"2016-11-15 10:25:06:461",10,"Keypress","0785432","Number5",5,0,"singleDialing1",2016-11-15 10:25:06.461,1479201906461,NA,7,2534,8
"2016-11-15 10:25:06:818",10,"Keypress","07854325","Number6",5,0,"singleDialing1",2016-11-15 10:25:06.818,1479201906818,NA,8,2891,9
"2016-11-15 10:25:07:091",10,"Keypress","078543256","Number9",5,0,"singleDialing1",2016-11-15 10:25:07.091,1479201907091,NA,9,3164,10
"2016-11-15 10:25:07:431",10,"Keypress","0785432569","Number8",5,0,"singleDialing1",2016-11-15 10:25:07.431,1479201907431,NA,10,3504,11
"2016-11-15 10:25:07:786",10,"Correct","07854325698","190",5,0,"singleDialing1",2016-11-15 10:25:07.786,1479201907786,NA,11,3859,12
"2016-11-15 10:25:08:736",10,"Start","","190",6,0,"singleDialing1",2016-11-15 10:25:08.736,1479201908736,NA,0,0,0
"2016-11-15 10:25:09:248",10,"Keypress","","Number0",6,0,"singleDialing1",2016-11-15 10:25:09.248,1479201909248,NA,0,512,1
"2016-11-15 10:25:09:777",10,"Keypress","0","Number7",6,0,"singleDialing1",2016-11-15 10:25:09.777,1479201909777,NA,1,1041,2
"2016-11-15 10:25:10:117",10,"Keypress","07","Number8",6,0,"singleDialing1",2016-11-15 10:25:10.117,1479201910117,NA,2,1381,3
"2016-11-15 10:25:10:385",10,"Keypress","078","Number5",6,0,"singleDialing1",2016-11-15 10:25:10.385,1479201910385,NA,3,1649,4
"2016-11-15 10:25:10:655",10,"Keypress","0785","Number4",6,0,"singleDialing1",2016-11-15 10:25:10.655,1479201910655,NA,4,1919,5
"2016-11-15 10:25:10:966",10,"Keypress","07854","Number3",6,0,"singleDialing1",2016-11-15 10:25:10.966,1479201910966,NA,5,2230,6
"2016-11-15 10:25:11:250",10,"Keypress","078543","Number2",6,0,"singleDialing1",2016-11-15 10:25:11.250,1479201911250,NA,6,2514,7
"2016-11-15 10:25:12:008",10,"Keypress","0785432","Number5",6,0,"singleDialing1",2016-11-15 10:25:12.008,1479201912008,NA,7,3272,8
"2016-11-15 10:25:12:315",10,"Keypress","07854325","Number6",6,0,"singleDialing1",2016-11-15 10:25:12.315,1479201912315,NA,8,3579,9
"2016-11-15 10:25:12:623",10,"Keypress","078543256","Number9",6,0,"singleDialing1",2016-11-15 10:25:12.623,1479201912623,NA,9,3887,10
"2016-11-15 10:25:13:005",10,"Keypress","0785432569","Number8",6,0,"singleDialing1",2016-11-15 10:25:13.005,1479201913005,NA,10,4269,11
"2016-11-15 10:25:13:310",10,"Correct","07854325698","190",6,0,"singleDialing1",2016-11-15 10:25:13.310,1479201913310,NA,11,4574,12
"2016-11-15 10:25:14:182",10,"Start","","190",7,0,"singleDialing1",2016-11-15 10:25:14.182,1479201914182,NA,0,0,0
"2016-11-15 10:25:14:622",10,"Keypress","","Number0",7,0,"singleDialing1",2016-11-15 10:25:14.622,1479201914622,NA,0,440,1
"2016-11-15 10:25:14:927",10,"Keypress","0","Number7",7,0,"singleDialing1",2016-11-15 10:25:14.927,1479201914927,NA,1,745,2
"2016-11-15 10:25:15:432",10,"Keypress","07","Number8",7,0,"singleDialing1",2016-11-15 10:25:15.432,1479201915432,NA,2,1250,3
"2016-11-15 10:25:15:860",10,"Keypress","078","Number5",7,0,"singleDialing1",2016-11-15 10:25:15.860,1479201915860,NA,3,1678,4
"2016-11-15 10:25:16:183",10,"Keypress","0785","Number4",7,0,"singleDialing1",2016-11-15 10:25:16.183,1479201916183,NA,4,2001,5
"2016-11-15 10:25:16:495",10,"Keypress","07854","Number3",7,0,"singleDialing1",2016-11-15 10:25:16.495,1479201916495,NA,5,2313,6
"2016-11-15 10:25:16:877",10,"Keypress","078543","Number2",7,0,"singleDialing1",2016-11-15 10:25:16.877,1479201916877,NA,6,2695,7
"2016-11-15 10:25:17:333",10,"Keypress","0785432","Number5",7,0,"singleDialing1",2016-11-15 10:25:17.333,1479201917333,NA,7,3151,8
"2016-11-15 10:25:17:712",10,"Keypress","07854325","Number6",7,0,"singleDialing1",2016-11-15 10:25:17.712,1479201917712,NA,8,3530,9
"2016-11-15 10:25:18:056",10,"Keypress","078543256","Number9",7,0,"singleDialing1",2016-11-15 10:25:18.056,1479201918056,NA,9,3874,10
"2016-11-15 10:25:18:440",10,"Keypress","0785432569","Number8",7,0,"singleDialing1",2016-11-15 10:25:18.440,1479201918440,NA,10,4258,11
"2016-11-15 10:25:18:890",10,"Correct","07854325698","190",7,0,"singleDialing1",2016-11-15 10:25:18.890,1479201918890,NA,11,4708,12
"2016-11-15 10:25:21:716",10,"Start","","190",8,0,"singleDialing1",2016-11-15 10:25:21.716,1479201921716,NA,0,0,0
"2016-11-15 10:25:23:399",10,"Keypress","","Number0",8,0,"singleDialing1",2016-11-15 10:25:23.399,1479201923399,NA,0,1683,1
"2016-11-15 10:25:24:697",10,"Keypress","0","Number7",8,0,"singleDialing1",2016-11-15 10:25:24.697,1479201924697,NA,1,2981,2
"2016-11-15 10:25:25:239",10,"Keypress","07","Number8",8,0,"singleDialing1",2016-11-15 10:25:25.239,1479201925239,NA,2,3523,3
"2016-11-15 10:25:25:512",10,"Keypress","078","Number5",8,0,"singleDialing1",2016-11-15 10:25:25.512,1479201925512,NA,3,3796,4
"2016-11-15 10:25:25:741",10,"Keypress","0785","Number4",8,0,"singleDialing1",2016-11-15 10:25:25.741,1479201925741,NA,4,4025,5
"2016-11-15 10:25:26:038",10,"Keypress","07854","Number3",8,0,"singleDialing1",2016-11-15 10:25:26.038,1479201926038,NA,5,4322,6
"2016-11-15 10:25:26:287",10,"Keypress","078543","Number2",8,0,"singleDialing1",2016-11-15 10:25:26.287,1479201926287,NA,6,4571,7
"2016-11-15 10:25:26:530",10,"Keypress","0785432","Number5",8,0,"singleDialing1",2016-11-15 10:25:26.530,1479201926530,NA,7,4814,8
"2016-11-15 10:25:26:838",10,"Keypress","07854325","Number6",8,0,"singleDialing1",2016-11-15 10:25:26.838,1479201926838,NA,8,5122,9
"2016-11-15 10:25:27:066",10,"Keypress","078543256","Number9",8,0,"singleDialing1",2016-11-15 10:25:27.066,1479201927066,NA,9,5350,10
"2016-11-15 10:25:27:375",10,"Keypress","0785432569","Number8",8,0,"singleDialing1",2016-11-15 10:25:27.375,1479201927375,NA,10,5659,11
"2016-11-15 10:25:27:640",10,"Correct","07854325698","190",8,0,"singleDialing1",2016-11-15 10:25:27.640,1479201927640,NA,11,5924,12
"2016-11-15 10:25:28:839",10,"Start","","190",9,0,"singleDialing1",2016-11-15 10:25:28.839,1479201928839,NA,0,0,0
"2016-11-15 10:25:29:143",10,"Keypress","","Number0",9,0,"singleDialing1",2016-11-15 10:25:29.143,1479201929143,NA,0,304,1
"2016-11-15 10:25:29:466",10,"Keypress","0","Number7",9,0,"singleDialing1",2016-11-15 10:25:29.466,1479201929466,NA,1,627,2
"2016-11-15 10:25:29:798",10,"Keypress","07","Number8",9,0,"singleDialing1",2016-11-15 10:25:29.798,1479201929798,NA,2,959,3
"2016-11-15 10:25:30:028",10,"Keypress","078","Number5",9,0,"singleDialing1",2016-11-15 10:25:30.028,1479201930028,NA,3,1189,4
"2016-11-15 10:25:30:277",10,"Keypress","0785","Number4",9,0,"singleDialing1",2016-11-15 10:25:30.277,1479201930277,NA,4,1438,5
"2016-11-15 10:25:30:506",10,"Keypress","07854","Number3",9,0,"singleDialing1",2016-11-15 10:25:30.506,1479201930506,NA,5,1667,6
"2016-11-15 10:25:30:744",10,"Keypress","078543","Number2",9,0,"singleDialing1",2016-11-15 10:25:30.744,1479201930744,NA,6,1905,7
"2016-11-15 10:25:31:005",10,"Keypress","0785432","Number5",9,0,"singleDialing1",2016-11-15 10:25:31.005,1479201931005,NA,7,2166,8
"2016-11-15 10:25:31:244",10,"Keypress","07854325","Number6",9,0,"singleDialing1",2016-11-15 10:25:31.244,1479201931244,NA,8,2405,9
"2016-11-15 10:25:31:477",10,"Keypress","078543256","Number9",9,0,"singleDialing1",2016-11-15 10:25:31.477,1479201931477,NA,9,2638,10
"2016-11-15 10:25:31:777",10,"Keypress","0785432569","Number8",9,0,"singleDialing1",2016-11-15 10:25:31.777,1479201931777,NA,10,2938,11
"2016-11-15 10:25:32:474",10,"Correct","07854325698","190",9,0,"singleDialing1",2016-11-15 10:25:32.473,1479201932474,NA,11,3635,12
"2016-11-15 10:25:33:927",10,"Start","","190",10,0,"singleDialing1",2016-11-15 10:25:33.927,1479201933927,NA,0,0,0
"2016-11-15 10:25:34:652",10,"Keypress","","Number0",10,0,"singleDialing1",2016-11-15 10:25:34.652,1479201934652,NA,0,725,1
"2016-11-15 10:25:34:974",10,"Keypress","0","Number7",10,0,"singleDialing1",2016-11-15 10:25:34.974,1479201934974,NA,1,1047,2
"2016-11-15 10:25:35:247",10,"Keypress","07","Number8",10,0,"singleDialing1",2016-11-15 10:25:35.247,1479201935247,NA,2,1320,3
"2016-11-15 10:25:35:463",10,"Keypress","078","Number5",10,0,"singleDialing1",2016-11-15 10:25:35.463,1479201935463,NA,3,1536,4
"2016-11-15 10:25:35:731",10,"Keypress","0785","Number4",10,0,"singleDialing1",2016-11-15 10:25:35.731,1479201935731,NA,4,1804,5
"2016-11-15 10:25:36:082",10,"Keypress","07854","Number3",10,0,"singleDialing1",2016-11-15 10:25:36.082,1479201936082,NA,5,2155,6
"2016-11-15 10:25:36:357",10,"Keypress","078543","Number2",10,0,"singleDialing1",2016-11-15 10:25:36.357,1479201936357,NA,6,2430,7
"2016-11-15 10:25:36:541",10,"Keypress","0785432","Number5",10,0,"singleDialing1",2016-11-15 10:25:36.541,1479201936541,NA,7,2614,8
"2016-11-15 10:25:36:967",10,"Keypress","07854325","Number6",10,0,"singleDialing1",2016-11-15 10:25:36.967,1479201936967,NA,8,3040,9
"2016-11-15 10:25:37:160",10,"Keypress","078543256","Number9",10,0,"singleDialing1",2016-11-15 10:25:37.160,1479201937160,NA,9,3233,10
"2016-11-15 10:25:37:410",10,"Keypress","0785432569","Number8",10,0,"singleDialing1",2016-11-15 10:25:37.410,1479201937410,NA,10,3483,11
"2016-11-15 10:25:37:772",10,"Correct","07854325698","190",10,0,"singleDialing1",2016-11-15 10:25:37.772,1479201937772,NA,11,3845,12
"2016-11-15 10:25:38:620",10,"Start","","190",11,0,"singleDialing1",2016-11-15 10:25:38.620,1479201938620,NA,0,0,0
"2016-11-15 10:25:39:521",10,"Keypress","","Number0",11,0,"singleDialing1",2016-11-15 10:25:39.521,1479201939521,NA,0,901,1
"2016-11-15 10:25:39:785",10,"Keypress","0","Number7",11,0,"singleDialing1",2016-11-15 10:25:39.785,1479201939785,NA,1,1165,2
"2016-11-15 10:25:40:018",10,"Keypress","07","Number8",11,0,"singleDialing1",2016-11-15 10:25:40.018,1479201940018,NA,2,1398,3
"2016-11-15 10:25:40:216",10,"Keypress","078","Number5",11,0,"singleDialing1",2016-11-15 10:25:40.216,1479201940216,NA,3,1596,4
"2016-11-15 10:25:40:467",10,"Keypress","0785","Number4",11,0,"singleDialing1",2016-11-15 10:25:40.467,1479201940467,NA,4,1847,5
"2016-11-15 10:25:40:775",10,"Keypress","07854","Number3",11,0,"singleDialing1",2016-11-15 10:25:40.775,1479201940775,NA,5,2155,6
"2016-11-15 10:25:41:049",10,"Keypress","078543","Number2",11,0,"singleDialing1",2016-11-15 10:25:41.049,1479201941049,NA,6,2429,7
"2016-11-15 10:25:41:383",10,"Keypress","0785432","Number5",11,0,"singleDialing1",2016-11-15 10:25:41.383,1479201941383,NA,7,2763,8
"2016-11-15 10:25:41:630",10,"Keypress","07854325","Number6",11,0,"singleDialing1",2016-11-15 10:25:41.630,1479201941630,NA,8,3010,9
"2016-11-15 10:25:41:864",10,"Keypress","078543256","Number9",11,0,"singleDialing1",2016-11-15 10:25:41.864,1479201941864,NA,9,3244,10
"2016-11-15 10:25:42:108",10,"Keypress","0785432569","Number8",11,0,"singleDialing1",2016-11-15 10:25:42.108,1479201942108,NA,10,3488,11
"2016-11-15 10:25:42:477",10,"Correct","07854325698","190",11,0,"singleDialing1",2016-11-15 10:25:42.477,1479201942477,NA,11,3857,12
"2016-11-15 10:25:43:152",10,"Start","","190",12,0,"singleDialing1",2016-11-15 10:25:43.152,1479201943152,NA,0,0,0
"2016-11-15 10:25:43:845",10,"Keypress","","Number0",12,0,"singleDialing1",2016-11-15 10:25:43.845,1479201943845,NA,0,693,1
"2016-11-15 10:25:44:088",10,"Keypress","0","Number7",12,0,"singleDialing1",2016-11-15 10:25:44.088,1479201944088,NA,1,936,2
"2016-11-15 10:25:44:636",10,"Keypress","07","Number8",12,0,"singleDialing1",2016-11-15 10:25:44.636,1479201944636,NA,2,1484,3
"2016-11-15 10:25:44:906",10,"Keypress","078","Number5",12,0,"singleDialing1",2016-11-15 10:25:44.906,1479201944906,NA,3,1754,4
"2016-11-15 10:25:45:139",10,"Keypress","0785","Number4",12,0,"singleDialing1",2016-11-15 10:25:45.139,1479201945139,NA,4,1987,5
"2016-11-15 10:25:45:419",10,"Keypress","07854","Number3",12,0,"singleDialing1",2016-11-15 10:25:45.419,1479201945419,NA,5,2267,6
"2016-11-15 10:25:45:635",10,"Keypress","078543","Number2",12,0,"singleDialing1",2016-11-15 10:25:45.635,1479201945635,NA,6,2483,7
"2016-11-15 10:25:45:864",10,"Keypress","0785432","Number5",12,0,"singleDialing1",2016-11-15 10:25:45.864,1479201945864,NA,7,2712,8
"2016-11-15 10:25:46:152",10,"Keypress","07854325","Number6",12,0,"singleDialing1",2016-11-15 10:25:46.152,1479201946152,NA,8,3000,9
"2016-11-15 10:25:46:368",10,"Keypress","078543256","Number9",12,0,"singleDialing1",2016-11-15 10:25:46.368,1479201946368,NA,9,3216,10
"2016-11-15 10:25:46:702",10,"Keypress","0785432569","Number8",12,0,"singleDialing1",2016-11-15 10:25:46.702,1479201946702,NA,10,3550,11
"2016-11-15 10:25:47:067",10,"Correct","07854325698","190",12,0,"singleDialing1",2016-11-15 10:25:47.067,1479201947067,NA,11,3915,12
"2016-11-15 10:25:47:814",10,"Start","","190",13,1,"singleDialing1",2016-11-15 10:25:47.814,1479201947814,NA,0,0,0
"2016-11-15 10:25:48:327",10,"Keypress","","Number0",13,1,"singleDialing1",2016-11-15 10:25:48.327,1479201948327,NA,0,513,1
"2016-11-15 10:25:48:612",10,"Keypress","0","Number8",13,1,"singleDialing1",2016-11-15 10:25:48.612,1479201948612,NA,1,798,2
"2016-11-15 10:25:48:912",10,"Keypress","08","Number7",13,1,"singleDialing1",2016-11-15 10:25:48.912,1479201948912,NA,2,1098,3
"2016-11-15 10:25:49:177",10,"Keypress","087","Number5",13,1,"singleDialing1",2016-11-15 10:25:49.177,1479201949177,NA,3,1363,4
"2016-11-15 10:25:49:477",10,"Keypress","0875","Number4",13,1,"singleDialing1",2016-11-15 10:25:49.477,1479201949477,NA,4,1663,5
"2016-11-15 10:25:49:810",10,"Keypress","08754","Number3",13,1,"singleDialing1",2016-11-15 10:25:49.810,1479201949810,NA,5,1996,6
"2016-11-15 10:25:50:091",10,"Keypress","087543","Number2",13,1,"singleDialing1",2016-11-15 10:25:50.091,1479201950091,NA,6,2277,7
"2016-11-15 10:25:50:362",10,"Keypress","0875432","Number5",13,1,"singleDialing1",2016-11-15 10:25:50.362,1479201950362,NA,7,2548,8
"2016-11-15 10:25:50:640",10,"Keypress","08754325","Number6",13,1,"singleDialing1",2016-11-15 10:25:50.640,1479201950640,NA,8,2826,9
"2016-11-15 10:25:50:912",10,"Keypress","087543256","Number9",13,1,"singleDialing1",2016-11-15 10:25:50.912,1479201950912,NA,9,3098,10
"2016-11-15 10:25:51:263",10,"Keypress","0875432569","Number8",13,1,"singleDialing1",2016-11-15 10:25:51.263,1479201951263,NA,10,3449,11
"2016-11-15 10:25:51:514",10,"Incorrect","08754325698","190",13,1,"singleDialing1",2016-11-15 10:25:51.514,1479201951514,NA,11,3700,0
"2016-11-15 10:25:52:256",10,"Incorrect","08754325698","190",13,1,"singleDialing1",2016-11-15 10:25:52.256,1479201952256,NA,11,4442,0
"2016-11-15 10:25:58:446",10,"Keypress","0875432569","Back",13,1,"singleDialing1",2016-11-15 10:25:58.446,1479201958446,NA,10,10632,9
"2016-11-15 10:25:58:497",10,"Keypress","087543256","Back",13,1,"singleDialing1",2016-11-15 10:25:58.497,1479201958497,NA,9,10683,8
"2016-11-15 10:25:58:612",10,"Keypress","08754325","Back",13,1,"singleDialing1",2016-11-15 10:25:58.612,1479201958612,NA,8,10798,7
"2016-11-15 10:25:58:693",10,"Keypress","0875432","Back",13,1,"singleDialing1",2016-11-15 10:25:58.693,1479201958693,NA,7,10879,6
"2016-11-15 10:25:58:813",10,"Keypress","087543","Back",13,1,"singleDialing1",2016-11-15 10:25:58.813,1479201958813,NA,6,10999,5
"2016-11-15 10:25:58:878",10,"Keypress","08754","Back",13,1,"singleDialing1",2016-11-15 10:25:58.878,1479201958878,NA,5,11064,4
"2016-11-15 10:25:58:976",10,"Keypress","0875","Back",13,1,"singleDialing1",2016-11-15 10:25:58.976,1479201958976,NA,4,11162,3
"2016-11-15 10:25:59:066",10,"Keypress","087","Back",13,1,"singleDialing1",2016-11-15 10:25:59.066,1479201959066,NA,3,11252,2
"2016-11-15 10:25:59:160",10,"Keypress","08","Back",13,1,"singleDialing1",2016-11-15 10:25:59.160,1479201959160,NA,2,11346,1
"2016-11-15 10:25:59:237",10,"Keypress","0","Back",13,1,"singleDialing1",2016-11-15 10:25:59.237,1479201959237,NA,1,11423,0
"2016-11-15 10:25:59:332",10,"Keypress","","Back",13,1,"singleDialing1",2016-11-15 10:25:59.332,1479201959332,NA,0,11518,-1
"2016-11-15 10:29:25:098",10,"Start","","190",14,0,"singleDialing1",2016-11-15 10:29:25.098,1479202165098,NA,0,0,0
"2016-11-15 10:29:26:098",10,"Keypress","","Number0",14,0,"singleDialing1",2016-11-15 10:29:26.098,1479202166098,NA,0,1000,1
"2016-11-15 10:29:27:099",10,"Keypress","0","Number7",14,0,"singleDialing1",2016-11-15 10:29:27.099,1479202167099,NA,1,2001,2
"2016-11-15 10:29:27:108",10,"Keypress","07","Number8",14,0,"singleDialing1",2016-11-15 10:29:27.108,1479202167108,NA,2,2010,3
"2016-11-15 10:29:27:116",10,"Keypress","078","Number5",14,0,"singleDialing1",2016-11-15 10:29:27.116,1479202167116,NA,3,2018,4
"2016-11-15 10:29:27:125",10,"Keypress","0785","Number4",14,0,"singleDialing1",2016-11-15 10:29:27.125,1479202167125,NA,4,2027,5
"2016-11-15 10:29:27:255",10,"Keypress","07854","Number3",14,0,"singleDialing1",2016-11-15 10:29:27.255,1479202167255,NA,5,2157,6
"2016-11-15 10:29:27:509",10,"Keypress","078543","Number2",14,0,"singleDialing1",2016-11-15 10:29:27.509,1479202167509,NA,6,2411,7
"2016-11-15 10:29:27:683",10,"Keypress","0785432","Number5",14,0,"singleDialing1",2016-11-15 10:29:27.683,1479202167683,NA,7,2585,8
"2016-11-15 10:29:27:987",10,"Keypress","07854325","Number6",14,0,"singleDialing1",2016-11-15 10:29:27.987,1479202167987,NA,8,2889,9
"2016-11-15 10:29:28:250",10,"Keypress","078543256","Number9",14,0,"singleDialing1",2016-11-15 10:29:28.250,1479202168250,NA,9,3152,10
"2016-11-15 10:29:28:513",10,"Keypress","0785432569","Number8",14,0,"singleDialing1",2016-11-15 10:29:28.513,1479202168513,NA,10,3415,11
"2016-11-15 10:29:28:883",10,"Correct","07854325698","190",14,0,"singleDialing1",2016-11-15 10:29:28.883,1479202168883,NA,11,3785,12
"2016-11-15 10:29:32:489",10,"Start","","190",15,0,"singleDialing1",2016-11-15 10:29:32.488,1479202172489,NA,0,0,0
"2016-11-15 10:29:33:015",10,"Keypress","","Number0",15,0,"singleDialing1",2016-11-15 10:29:33.015,1479202173015,NA,0,526,1
"2016-11-15 10:29:33:730",10,"Keypress","0","Number7",15,0,"singleDialing1",2016-11-15 10:29:33.730,1479202173730,NA,1,1241,2
"2016-11-15 10:29:34:187",10,"Keypress","07","Number8",15,0,"singleDialing1",2016-11-15 10:29:34.187,1479202174187,NA,2,1698,3
"2016-11-15 10:29:34:416",10,"Keypress","078","Number5",15,0,"singleDialing1",2016-11-15 10:29:34.416,1479202174416,NA,3,1927,4
"2016-11-15 10:29:34:618",10,"Keypress","0785","Number4",15,0,"singleDialing1",2016-11-15 10:29:34.618,1479202174618,NA,4,2129,5
"2016-11-15 10:29:34:867",10,"Keypress","07854","Number3",15,0,"singleDialing1",2016-11-15 10:29:34.867,1479202174867,NA,5,2378,6
"2016-11-15 10:29:35:116",10,"Keypress","078543","Number2",15,0,"singleDialing1",2016-11-15 10:29:35.116,1479202175116,NA,6,2627,7
"2016-11-15 10:29:35:551",10,"Keypress","0785432","Number5",15,0,"singleDialing1",2016-11-15 10:29:35.551,1479202175551,NA,7,3062,8
"2016-11-15 10:29:35:829",10,"Keypress","07854325","Number6",15,0,"singleDialing1",2016-11-15 10:29:35.829,1479202175829,NA,8,3340,9
"2016-11-15 10:29:36:051",10,"Keypress","078543256","Number9",15,0,"singleDialing1",2016-11-15 10:29:36.051,1479202176051,NA,9,3562,10
"2016-11-15 10:29:36:280",10,"Keypress","0785432569","Number8",15,0,"singleDialing1",2016-11-15 10:29:36.280,1479202176280,NA,10,3791,11
"2016-11-15 10:29:36:561",10,"Correct","07854325698","190",15,0,"singleDialing1",2016-11-15 10:29:36.561,1479202176561,NA,11,4072,12
"2016-11-15 10:29:38:705",10,"Start","","190",16,1,"singleDialing1",2016-11-15 10:29:38.705,1479202178705,NA,0,0,0
"2016-11-15 10:29:39:239",10,"Keypress","","Number0",16,1,"singleDialing1",2016-11-15 10:29:39.239,1479202179239,NA,0,534,1
"2016-11-15 10:29:39:637",10,"Keypress","0","Number8",16,1,"singleDialing1",2016-11-15 10:29:39.637,1479202179637,NA,1,932,2
"2016-11-15 10:29:40:449",10,"Keypress","08","Number7",16,1,"singleDialing1",2016-11-15 10:29:40.449,1479202180449,NA,2,1744,3
"2016-11-15 10:29:40:916",10,"Keypress","087","Number5",16,1,"singleDialing1",2016-11-15 10:29:40.916,1479202180916,NA,3,2211,4
"2016-11-15 10:29:41:100",10,"Keypress","0875","Number4",16,1,"singleDialing1",2016-11-15 10:29:41.100,1479202181100,NA,4,2395,5
"2016-11-15 10:29:41:345",10,"Keypress","08754","Number3",16,1,"singleDialing1",2016-11-15 10:29:41.345,1479202181345,NA,5,2640,6
"2016-11-15 10:29:41:565",10,"Keypress","087543","Number2",16,1,"singleDialing1",2016-11-15 10:29:41.565,1479202181565,NA,6,2860,7
"2016-11-15 10:29:41:766",10,"Keypress","0875432","Number5",16,1,"singleDialing1",2016-11-15 10:29:41.766,1479202181766,NA,7,3061,8
"2016-11-15 10:29:41:990",10,"Keypress","08754325","Number6",16,1,"singleDialing1",2016-11-15 10:29:41.990,1479202181990,NA,8,3285,9
